Date of year,clients,previously_shoped,member,promotion,shop_competitor,prize_won,require_financing,got_a_TV,did_a purchase,promotions_used,LT_clients,prize_amount,amount_financing,amount_purchase,nb_electronics
2017-11-30,4589,0,1,0,0,0,0,1,1,2,10,0,0,2380,0
2018-05-31,4590,0,1,1,0,1,1,0,1,3,11,133.125,12875,3980,0
2018-06-30,4591,0,0,1,1,0,1,0,1,2,6,126.7361111,24458.33333,4100,0
2018-04-30,4592,0,0,0,0,1,0,0,1,2,0,0,0,1470,0
2018-06-30,4593,0,1,1,1,0,0,0,1,1,11,119.1666667,0,1360,1
2018-05-31,4594,1,0,0,1,0,0,0,1,1,10,0,0,2500,1
2018-06-30,4595,0,0,0,1,1,0,1,1,2,14,0,0,1470,0
2018-01-31,4596,0,0,0,0,1,0,0,1,2,12,0,0,1790,0
2018-03-31,4597,0,0,0,1,0,1,0,1,2,14,0,33625,2790,0
2018-06-30,4598,0,1,0,1,0,1,1,1,2,12,0,31625,2670,0
2017-10-31,4599,0,1,1,0,1,0,0,1,2,14,112.4305556,0,1990,0
2018-08-31,4600,0,0,1,0,0,0,0,1,1,16,159.5138889,0,100,1
2017-12-31,4601,0,0,0,0,1,0,1,1,2,17,0,0,2480,0
2018-03-31,4602,0,1,0,1,0,0,0,1,1,1,0,0,1210,1
2018-01-31,4603,0,0,0,0,1,0,1,1,2,10,0,0,1120,0
2018-05-31,4604,0,0,1,0,0,1,0,1,2,13,156.6666667,12000,2390,0
2018-10-31,4605,0,0,0,1,0,0,0,1,1,13,0,0,2220,1
2017-11-30,4606,0,1,0,0,0,0,1,1,1,19,0,0,2970,1
2018-06-30,4607,0,1,0,1,0,0,0,1,1,6,0,0,2910,1
2018-09-30,4608,0,1,0,1,0,0,0,1,1,12,0,0,2040,1
2018-04-30,4609,0,1,1,0,0,0,0,1,3,13,139.7222222,0,1790,0
2017-10-31,4610,0,0,0,0,0,0,0,1,1,10,0,0,1660,1
2018-06-30,4611,0,0,0,0,1,0,0,1,2,1,0,0,2810,0
2017-12-31,4612,0,1,1,0,1,0,0,1,2,5,177.0138889,0,2260,0
2018-03-31,4613,0,0,0,0,0,0,0,1,1,7,0,0,4090,1
2018-01-31,4614,0,0,0,0,0,0,1,1,1,13,0,0,1380,1
2018-08-31,4615,0,0,0,1,1,0,0,1,2,3,0,0,870,0
2017-11-30,4616,0,0,1,1,1,0,0,1,2,7,149.7222222,0,1950,0
2018-02-28,4617,0,1,0,0,0,0,0,1,1,13,0,0,2070,1
2017-10-31,4618,0,0,0,0,1,0,0,1,2,13,0,0,1340,0
2018-09-30,4619,0,1,0,0,0,0,0,1,1,9,0,0,1720,1
2017-10-31,4620,0,0,0,0,0,0,0,1,1,13,0,0,3150,1
2018-01-31,4621,0,1,0,1,0,1,0,1,2,9,0,31875,2620,0
2018-06-30,4622,0,0,0,0,0,0,0,1,1,10,0,0,1610,1
2018-10-31,4623,0,0,0,1,0,1,0,1,2,0,0,25416.66667,710,0
2018-10-31,4624,0,0,1,1,1,0,1,1,2,14,109.5833333,0,760,0
2017-11-30,4625,0,1,0,0,0,0,1,1,1,17,0,0,2340,1
2017-10-31,4626,1,0,1,0,1,0,1,1,2,8,156.875,0,3220,0
2017-11-30,4627,0,0,0,1,1,0,0,1,2,1,0,0,1820,0
2018-03-31,4628,0,0,0,1,0,0,0,1,1,7,0,0,2790,1
2018-03-31,4629,0,0,1,0,0,0,0,1,1,10,103.3333333,0,2020,1
2018-10-31,4630,0,1,1,0,0,0,0,0,1,12,140.9722222,0,,1
2018-07-31,4631,0,0,0,0,0,0,0,1,1,4,0,0,2630,1
2018-08-31,4632,0,0,1,0,1,0,0,1,2,4,115.2777778,0,2120,0
2018-10-31,4633,0,0,1,0,1,0,0,1,2,7,144.6527778,0,860,0
2018-02-28,4634,0,0,0,1,1,1,0,1,3,0,0,24833.33333,2410,0
2017-10-31,4635,0,1,0,0,0,1,1,1,2,14,0,20333.33333,2810,0
2017-12-31,4636,0,0,0,0,1,0,0,1,2,16,0,0,2390,0
2018-05-31,4637,0,1,0,1,1,0,0,1,2,1,0,0,2210,0
2018-06-30,4638,0,1,1,0,0,1,0,0,1,12,120.625,29375,,1
2018-08-31,4639,0,0,0,0,0,1,0,1,2,7,0,26083.33333,510,0
2018-01-31,4640,1,0,0,1,0,0,0,1,1,14,0,0,1900,1
2018-02-28,4641,0,0,1,0,0,0,0,1,1,12,135.2777778,0,1980,1
2018-07-31,4642,0,1,1,0,0,0,1,1,1,8,115.9027778,0,3580,1
2018-05-31,4643,0,0,0,1,0,0,0,1,1,17,0,0,1260,1
2018-09-30,4644,0,0,0,0,0,0,0,1,1,0,0,0,660,1
2018-06-30,4645,0,1,1,1,0,0,0,1,1,4,133.125,0,3110,1
2018-09-30,4646,0,0,0,1,0,0,0,1,1,8,0,0,3090,1
2018-03-31,4647,0,0,0,1,1,0,0,1,2,2,0,0,1740,0
2018-08-31,4648,0,0,0,0,0,1,0,1,2,15,0,28583.33333,970,0
2018-07-31,4649,0,0,1,1,0,0,0,1,2,9,142.0138889,0,1680,0
2018-10-31,4650,0,0,0,0,1,0,0,1,2,17,0,0,580,0
2018-08-31,4651,0,0,0,1,0,0,0,1,1,7,0,0,4400,1
2018-10-31,4652,0,1,0,1,1,0,0,1,2,9,0,0,1640,0
2018-05-31,4653,0,0,0,1,1,0,0,1,2,18,0,0,1840,0
2018-05-31,4654,0,1,0,1,0,1,0,1,2,10,0,22666.66667,4120,0
2018-04-30,4655,0,0,0,0,0,1,0,1,2,6,0,19166.66667,1360,0
2018-08-31,4656,0,0,1,0,0,0,0,1,1,12,183.0555556,0,630,1
2017-11-30,4657,0,1,1,0,1,0,0,1,2,8,120.5555556,0,2380,0
2018-08-31,4658,0,0,0,0,0,0,0,1,1,14,0,0,3250,1
2018-06-30,4659,0,0,0,0,0,1,0,1,2,13,0,22208.33333,2730,0
2018-07-31,4660,0,0,1,0,0,1,1,1,2,12,146.3194444,37083.33333,310,0
2018-02-28,4661,0,0,0,1,1,0,0,1,2,11,0,0,4760,0
2018-06-30,4662,1,0,0,1,0,0,0,1,2,17,0,0,1170,0
2018-06-30,4663,0,0,1,0,0,0,0,1,1,14,150.9027778,0,4650,1
2017-10-31,4664,0,0,1,0,0,1,0,1,2,14,136.0416667,13500,2960,0
2018-01-31,4665,0,0,0,0,1,0,0,1,2,9,0,0,750,0
2018-09-30,4666,0,0,1,1,0,0,0,1,1,4,130.6944444,0,2130,1
2017-12-31,4667,0,1,1,1,0,1,0,1,2,8,164.5833333,26625,1030,0
2018-07-31,4668,0,0,1,0,0,0,0,1,1,12,137.7083333,0,1150,1
2018-05-31,4669,0,0,1,0,1,0,0,1,3,4,175.3472222,0,2220,0
2018-01-31,4670,0,0,0,0,0,0,0,1,1,2,0,0,1920,1
2017-12-31,4671,0,0,1,1,0,1,0,1,2,15,145.4166667,17583.33333,3340,0
2018-01-31,4672,0,1,0,0,1,0,0,1,2,9,0,0,4350,0
2018-03-31,4673,0,1,0,1,0,0,0,1,1,2,0,0,2110,1
2017-12-31,4674,0,1,0,0,0,0,0,1,2,12,0,0,2740,0
2018-07-31,4675,0,0,0,0,0,1,0,1,2,4,0,29625,1700,0
2018-10-31,4676,0,0,0,0,1,0,0,1,2,17,0,0,520,0
2018-07-31,4677,0,0,0,1,1,0,0,1,2,14,0,0,1820,0
2018-07-31,4678,0,0,0,1,1,0,0,1,2,11,0,0,2530,0
2018-05-31,4679,0,0,0,0,1,0,0,1,2,5,0,0,1170,0
2017-12-31,4680,0,0,1,0,1,0,1,0,1,11,139.1666667,0,,1
2017-11-30,4681,1,0,0,0,0,0,0,1,1,12,0,0,780,1
2018-03-31,4682,0,0,0,1,1,0,0,1,2,8,0,0,2440,0
2018-05-31,4683,0,0,0,0,0,0,0,1,1,4,0,0,2170,1
2018-07-31,4684,0,1,1,0,1,0,0,1,2,6,158.9583333,0,1990,0
2018-05-31,4685,0,0,0,1,0,0,0,1,1,1,0,0,2610,1
2018-10-31,4686,0,0,0,0,0,0,0,1,1,8,0,0,1430,1
2017-10-31,4687,0,0,1,1,1,1,0,1,3,0,103.8194444,18416.66667,1500,0
2018-09-30,4688,0,1,0,0,0,0,0,1,1,10,0,0,840,1
2017-12-31,4689,0,0,1,0,1,1,0,1,3,13,153.0555556,24166.66667,1300,0
2018-10-31,4690,0,1,0,1,1,0,0,1,2,9,0,0,750,0
2017-10-31,4691,0,0,1,0,0,0,0,1,5,2,63.05555556,0,1560,0
2018-03-31,4692,0,1,1,1,1,0,0,1,2,10,142.6388889,0,230,0
2017-12-31,4693,0,0,0,0,0,0,0,1,1,19,0,0,340,1
2018-09-30,4694,0,0,1,0,0,1,1,1,2,8,136.5972222,27833.33333,1650,0
2018-07-31,4695,0,0,1,1,0,0,0,1,1,2,143.4027778,0,990,1
2018-03-31,4696,0,1,0,0,1,1,0,1,3,7,0,23791.66667,1770,0
2018-05-31,4697,0,1,0,1,1,0,0,1,2,11,0,0,1730,0
2018-08-31,4698,0,0,0,0,0,0,0,1,2,12,0,0,100,0
2018-05-31,4699,1,0,0,1,0,0,0,1,1,9,0,0,1720,1
2018-10-31,4700,0,0,0,1,0,1,0,1,2,6,0,20916.66667,2780,0
2017-12-31,4701,0,0,1,0,0,1,0,1,2,5,118.8888889,13333.33333,2220,0
2018-06-30,4702,0,1,1,0,1,0,0,1,2,0,147.4305556,0,3130,0
2017-12-31,4703,0,0,1,1,0,0,0,1,1,18,123.5416667,0,1780,1
2018-02-28,4704,0,0,0,0,1,0,0,1,2,15,0,0,1570,0
2018-03-31,4705,0,1,0,0,1,0,0,1,2,6,0,0,3320,0
2018-08-31,4706,0,0,0,1,1,0,0,1,2,8,0,0,3290,0
2017-11-30,4707,0,1,1,1,1,1,1,1,3,20,175.2777778,18958.33333,1560,0
2017-12-31,4708,0,0,0,0,0,0,0,1,1,3,0,0,1640,1
2018-10-31,4709,0,0,0,1,1,1,1,1,3,9,0,11333.33333,1150,0
2017-10-31,4710,0,0,1,0,0,0,0,1,1,17,146.3888889,0,1780,1
2018-10-31,4711,1,0,0,1,0,0,0,1,1,7,0,0,2030,1
2018-06-30,4712,0,0,0,0,1,0,0,1,2,7,0,0,2380,0
2018-07-31,4713,0,1,1,0,1,0,1,1,2,13,108.75,0,2530,0
2018-06-30,4714,0,1,0,1,1,1,1,1,3,9,0,29041.66667,1850,0
2018-09-30,4715,0,0,0,1,1,0,0,1,2,8,0,0,3450,0
2018-05-31,4716,0,0,1,0,0,0,0,1,1,6,153.75,0,1270,1
2018-09-30,4717,1,0,0,0,0,1,1,1,3,12,0,25750,4050,0
2017-10-31,4718,0,0,1,0,1,0,1,1,2,21,90.97222222,0,1800,0
2017-10-31,4719,0,1,0,0,0,0,0,1,1,6,0,0,2210,1
2018-09-30,4720,0,1,1,0,0,0,0,1,1,15,188.6805556,0,1660,1
2018-03-31,4721,0,0,1,1,0,0,0,1,1,7,146.5277778,0,1850,1
2017-10-31,4722,0,0,1,0,0,0,0,1,2,9,188.4027778,0,2180,0
2018-10-31,4723,0,1,1,1,0,1,0,1,2,16,127.2222222,19375,2050,0
2018-01-31,4724,0,1,0,0,0,0,0,1,1,15,0,0,1160,1
2018-03-31,4725,0,0,1,0,0,1,0,1,2,12,153.6111111,22416.66667,1130,0
2018-05-31,4726,0,0,0,0,1,1,1,1,3,9,0,32833.33333,3380,0
2018-08-31,4727,0,1,1,1,1,1,0,1,3,1,185.8333333,21583.33333,2830,0
2018-01-31,4728,0,0,1,0,0,1,1,1,2,6,169.4444444,18458.33333,3320,0
2018-06-30,4729,0,0,1,1,1,0,0,1,2,16,114.5833333,0,2190,0
2018-03-31,4730,0,0,1,0,0,0,0,1,3,2,118.2638889,0,1630,0
2017-12-31,4731,0,0,0,0,0,1,0,1,2,7,0,28458.33333,2980,0
2018-03-31,4732,0,1,1,0,1,0,0,1,2,7,94.93055556,0,3210,0
2018-01-31,4733,1,0,0,1,1,1,0,1,3,7,0,26708.33333,1960,0
2018-09-30,4734,0,0,1,0,1,0,0,1,2,15,129.9305556,0,1630,0
2017-10-31,4735,1,0,0,1,0,0,0,1,1,9,0,0,3750,1
2018-08-31,4736,0,0,1,0,1,0,0,1,2,3,122.0138889,0,3460,0
2018-10-31,4737,1,0,1,1,1,0,0,1,2,14,148.9583333,0,1130,0
2018-01-31,4738,0,1,0,0,0,1,0,1,2,17,0,21041.66667,1790,0
2018-04-30,4739,0,0,1,0,0,1,0,1,2,15,146.0416667,29458.33333,2090,0
2018-03-31,4740,0,1,1,0,1,0,0,1,2,13,158.4027778,0,1720,0
2017-10-31,4741,0,0,0,0,0,0,0,1,4,6,0,0,2210,0
2018-06-30,4742,0,0,1,0,0,1,0,1,2,14,155.6944444,18041.66667,590,0
2018-08-31,4743,0,0,1,1,0,0,0,1,1,15,145.1388889,0,1970,1
2017-10-31,4744,0,0,0,0,0,0,0,0,1,10,0,0,,1
2018-06-30,4745,0,0,0,1,1,0,0,1,2,4,0,0,1690,0
2018-09-30,4746,0,0,0,0,0,1,0,1,2,11,0,18625,2580,0
2017-12-31,4747,0,0,1,1,0,1,0,1,2,6,195.1388889,23250,910,0
2017-11-30,4748,0,0,0,1,1,0,0,1,2,22,0,0,2310,0
2017-12-31,4749,0,0,1,0,1,0,0,1,2,6,168.125,0,1970,0
2018-05-31,4750,0,0,1,1,0,0,0,1,1,10,128.4722222,0,1200,1
2017-11-30,4751,0,0,0,0,0,0,0,1,2,17,0,0,1750,0
2018-02-28,4752,0,0,1,1,0,1,0,1,2,12,163.4722222,19708.33333,1700,0
2017-11-30,4753,0,1,0,1,0,0,1,1,1,9,0,0,1760,1
2018-03-31,4754,0,0,0,1,1,1,1,1,3,17,0,33458.33333,2010,0
2018-06-30,4755,0,0,0,0,0,0,0,1,3,11,0,0,1850,0
2018-05-31,4756,0,0,0,1,1,0,0,1,2,4,0,0,2290,0
2018-05-31,4757,0,0,0,0,1,0,0,1,2,7,0,0,1100,0
2018-05-31,4758,0,0,1,0,0,0,0,1,1,14,163.8194444,0,210,1
2018-07-31,4759,0,0,1,1,0,0,0,1,1,11,174.3055556,0,2300,1
2018-03-31,4760,0,0,0,0,0,1,0,1,2,12,0,15041.66667,3480,0
2018-03-31,4761,0,1,1,1,1,0,0,1,2,4,117.2222222,0,3040,0
2018-09-30,4762,1,1,1,1,1,1,0,1,3,10,101.1805556,21375,580,0
2018-10-31,4763,0,0,1,0,0,0,0,1,1,19,135.8333333,0,830,1
2017-11-30,4764,0,1,1,0,1,0,0,1,2,9,153.3333333,0,1670,0
2017-10-31,4765,0,1,1,0,0,0,0,1,1,15,149.2361111,0,2460,1
2018-05-31,4766,0,1,1,1,0,0,0,1,2,19,141.4583333,0,2490,0
2017-11-30,4767,0,0,1,1,0,0,0,1,1,11,75.41666667,0,3140,1
2018-01-31,4768,0,0,0,0,0,0,0,1,1,16,0,0,100,1
2017-11-30,4769,0,0,1,0,1,0,0,1,2,7,124.7916667,0,2910,0
2018-06-30,4770,0,0,1,1,1,0,0,1,2,13,117.5694444,0,1530,0
2017-11-30,4771,0,0,1,0,1,0,0,1,2,13,178.6111111,0,1760,0
2018-05-31,4772,0,1,1,0,1,1,0,1,3,7,186.6666667,7958.333333,3840,0
2018-06-30,4773,0,0,1,0,1,0,0,1,4,8,126.3888889,0,3190,0
2017-10-31,4774,0,1,0,0,0,0,0,0,1,5,0,0,,1
2018-09-30,4775,0,1,1,0,0,1,0,1,2,20,127.9861111,24666.66667,2310,0
2017-12-31,4776,1,0,0,1,0,0,0,1,1,9,0,0,1630,1
2018-02-28,4777,0,1,0,0,0,0,0,1,1,16,0,0,2560,1
2017-10-31,4778,0,0,0,1,1,0,0,1,2,11,0,0,3180,0
2017-11-30,4779,0,0,0,0,0,1,0,1,2,11,0,28500,1970,0
2018-02-28,4780,0,0,1,0,0,0,0,1,2,10,166.5277778,0,1640,0
2017-11-30,4781,0,1,0,1,1,1,0,1,3,7,0,12250,1370,0
2017-12-31,4782,0,0,1,1,0,0,0,1,1,12,115,0,2510,1
2017-11-30,4783,0,0,1,1,0,1,1,1,2,9,78.88888889,20416.66667,1740,0
2017-11-30,4784,0,0,0,0,0,1,0,1,3,9,0,25541.66667,920,0
2018-10-31,4785,0,1,1,1,1,1,0,1,3,4,117.1527778,15916.66667,1730,0
2018-10-31,4786,0,0,0,0,0,0,0,1,1,10,0,0,490,1
2017-11-30,4787,0,0,0,0,1,0,0,1,2,17,0,0,1980,0
2017-12-31,4788,0,0,0,0,0,1,0,1,2,7,0,19166.66667,2200,0
2018-03-31,4789,0,0,0,1,0,1,1,1,4,14,0,30625,1740,0
2018-09-30,4790,0,0,0,1,0,0,0,0,1,2,0,0,,1
2018-07-31,4791,0,0,0,0,0,0,0,1,1,5,0,0,1640,1
2018-10-31,4792,0,0,0,0,0,1,0,1,2,6,0,31666.66667,1080,0
2018-06-30,4793,0,1,0,1,0,0,0,1,2,13,0,0,2700,0
2017-12-31,4794,0,0,0,1,1,0,0,1,2,1,0,0,840,0
2018-03-31,4795,1,1,0,0,1,0,0,1,2,15,0,0,430,0
2018-05-31,4796,0,0,1,0,1,0,1,1,2,3,139.7222222,0,1420,0
2018-09-30,4797,1,1,1,1,0,1,0,1,2,5,188.4027778,19666.66667,3560,0
2018-04-30,4798,0,1,1,0,0,0,0,1,1,6,154.5138889,0,1610,1
2018-04-30,4799,0,0,0,0,0,1,0,1,2,8,0,7833.333333,480,0
2018-05-31,4800,0,0,0,0,0,0,0,0,1,10,0,0,,1
2018-10-31,4801,0,1,0,0,0,1,0,1,2,12,0,24708.33333,3550,0
2018-04-30,4802,0,0,1,1,0,0,0,1,2,10,164.5833333,0,3620,0
2018-07-31,4803,0,0,0,1,0,0,1,0,1,9,0,0,,1
2018-02-28,4804,0,1,1,0,0,0,0,1,4,5,159.7222222,0,950,0
2018-09-30,4805,0,1,0,0,0,0,0,1,1,3,0,0,4170,1
2018-09-30,4806,0,0,1,0,0,0,0,1,1,7,143.1944444,0,1670,1
2018-08-31,4807,0,0,0,1,0,0,0,1,1,4,0,0,730,1
2018-08-31,4808,0,0,0,1,0,1,0,1,2,15,0,21750,960,0
2017-11-30,4809,0,0,0,0,1,1,0,1,3,7,0,26750,1270,0
2018-01-31,4810,0,1,0,0,0,0,0,1,2,4,0,0,1680,0
2018-05-31,4811,0,0,0,0,1,1,1,1,3,11,0,17708.33333,1790,0
2018-10-31,4812,0,0,1,0,0,0,0,1,1,10,127.3611111,0,2240,1
2018-07-31,4813,0,0,1,0,0,0,0,1,1,10,122.9861111,0,1010,1
2018-03-31,4814,0,0,0,1,0,0,0,1,1,16,0,0,2020,1
2017-11-30,4815,0,0,0,0,1,1,0,1,3,14,0,26500,900,0
2018-10-31,4816,0,0,0,0,1,1,1,1,3,3,0,15500,1570,0
2017-10-31,4817,0,0,1,0,0,0,0,1,2,5,151.4583333,0,1290,0
2018-10-31,4818,0,0,0,0,0,0,0,1,1,11,0,0,1690,1
2018-08-31,4819,0,0,0,1,0,0,1,1,1,8,0,0,2470,1
2018-01-31,4820,0,0,0,0,0,1,0,1,2,15,0,33125,4090,0
2018-03-31,4821,0,1,0,0,0,0,0,1,2,0,0,0,3050,0
2018-01-31,4822,0,0,0,1,0,0,0,1,1,8,0,0,1740,1
2018-02-28,4823,0,0,1,0,0,1,0,1,2,0,165.2777778,10666.66667,1570,0
2018-02-28,4824,0,0,0,1,0,0,0,1,1,14,0,0,100,1
2017-12-31,4825,0,0,0,0,0,1,0,1,2,19,0,14750,3280,0
2017-10-31,4826,0,0,0,1,0,0,0,1,2,10,0,0,990,0
2018-07-31,4827,0,0,0,0,0,1,1,1,2,12,0,15833.33333,3340,0
2017-10-31,4828,0,0,0,1,0,0,0,1,1,4,0,0,1550,1
2018-10-31,4829,0,0,0,0,1,0,0,1,2,10,0,0,1670,0
2018-01-31,4830,0,0,1,1,0,0,0,1,1,7,159.7916667,0,1680,1
2018-05-31,4831,0,0,1,0,0,0,0,1,1,13,116.4583333,0,2620,1
2018-06-30,4832,0,0,1,0,1,0,0,0,1,7,132.7777778,0,,1
2017-11-30,4833,0,0,0,0,1,0,0,1,2,14,0,0,2990,0
2018-03-31,4834,0,0,0,1,0,0,1,1,1,10,0,0,1830,1
2017-10-31,4835,0,0,1,0,0,0,0,1,1,1,143.9583333,0,2700,1
2018-10-31,4836,0,0,0,1,0,0,0,1,1,7,0,0,1680,1
2018-05-31,4837,0,1,0,0,0,0,0,1,1,8,0,0,2530,1
2017-12-31,4838,0,1,1,0,1,0,0,1,2,13,96.94444444,0,3620,0
2018-02-28,4839,0,0,0,1,1,0,0,1,2,13,0,0,1810,0
2018-07-31,4840,0,0,0,0,1,0,0,1,2,8,0,0,2870,0
2018-03-31,4841,0,0,1,1,0,0,0,1,1,6,174.6527778,0,1360,1
2018-02-28,4842,0,0,1,0,1,0,0,1,2,19,112.2916667,0,1730,0
2017-12-31,4843,0,0,1,0,1,0,0,1,2,8,142.7777778,0,1080,0
2017-10-31,4844,0,0,0,1,1,1,0,1,3,11,0,23333.33333,960,0
2017-11-30,4845,0,0,0,0,0,0,0,1,1,5,0,0,880,1
2018-04-30,4846,0,0,0,1,0,0,0,1,1,11,0,0,2690,1
2018-04-30,4847,0,0,1,0,0,0,0,1,1,16,167.5,0,100,1
2018-09-30,4848,0,1,0,1,0,0,0,1,1,12,0,0,1820,1
2018-05-31,4849,0,0,0,0,0,0,0,1,1,4,0,0,1930,1
2018-02-28,4850,0,0,1,1,0,1,1,1,2,9,190.1388889,32916.66667,290,0
2018-03-31,4851,0,0,1,1,0,0,1,1,1,17,119.2361111,0,3830,1
2018-02-28,4852,0,0,0,1,1,1,1,0,2,10,0,18916.66667,,0
2018-05-31,4853,0,0,1,1,1,0,0,1,2,12,112.9166667,0,1350,0
2018-02-28,4854,0,0,0,1,0,1,0,1,2,18,0,18541.66667,1860,0
2018-03-31,4855,0,0,1,0,0,1,0,1,2,12,111.875,26125,970,0
2018-05-31,4856,0,0,0,0,0,0,0,1,1,9,0,0,3490,1
2017-12-31,4857,0,1,0,0,0,0,0,1,1,8,0,0,1320,1
2017-12-31,4858,0,0,0,0,0,0,0,1,3,4,0,0,3400,0
2018-03-31,4859,0,1,1,1,1,0,1,1,2,16,104.3055556,0,2120,0
2018-03-31,4860,0,0,1,1,0,0,0,1,1,13,125.1388889,0,3210,1
2018-03-31,4861,1,0,0,1,1,0,0,1,2,8,0,0,810,0
2018-05-31,4862,0,1,0,1,0,0,1,1,1,13,0,0,2850,1
2018-02-28,4863,0,1,0,0,0,0,0,1,1,9,0,0,1820,1
2018-01-31,4864,0,0,0,1,0,0,0,1,1,10,0,0,3560,1
2018-01-31,4865,0,1,0,1,0,0,0,1,1,10,0,0,1990,1
2018-06-30,4866,0,0,0,0,0,0,0,1,1,6,0,0,4060,1
2017-11-30,4867,0,0,1,1,0,0,0,1,1,8,136.5972222,0,330,1
2017-10-31,4868,0,0,0,0,0,0,0,1,2,13,0,0,1860,0
2018-07-31,4869,0,0,0,0,0,0,0,1,1,9,0,0,2400,1
2018-02-28,4870,0,1,1,1,1,0,0,1,2,17,151.25,0,840,0
2018-10-31,4871,0,0,1,1,0,1,0,1,2,10,132.0833333,19708.33333,3260,0
2017-10-31,4872,0,1,1,1,0,0,1,1,1,14,64.30555556,0,3080,1
2018-08-31,4873,1,0,1,0,0,1,0,1,3,5,129.2361111,20708.33333,590,0
2018-01-31,4874,0,0,1,0,0,0,0,1,1,3,122.2916667,0,100,1
2018-03-31,4875,0,0,0,1,1,0,0,1,2,6,0,0,2960,0
2018-07-31,4876,0,0,1,0,0,1,0,1,2,14,140.4166667,26791.66667,1440,0
2017-12-31,4877,0,0,0,0,0,0,0,1,1,6,0,0,1670,1
2018-02-28,4878,0,1,0,1,0,1,0,1,2,16,0,18750,2340,0
2018-04-30,4879,0,1,1,1,1,0,1,1,2,13,111.9444444,0,1050,0
2018-06-30,4880,0,0,0,0,1,1,0,1,3,14,0,16833.33333,3730,0
2018-04-30,4881,0,0,0,0,0,1,0,1,2,12,0,19875,3830,0
2018-10-31,4882,0,0,0,1,1,0,0,1,2,0,0,0,2750,0
2018-04-30,4883,0,0,0,1,1,0,0,0,1,15,0,0,,1
2018-02-28,4884,0,0,1,0,0,0,0,1,1,6,174.0972222,0,1020,1
2017-10-31,4885,0,0,1,1,1,0,0,1,2,9,142.2222222,0,2880,0
2018-07-31,4886,0,0,0,0,0,0,0,1,1,13,0,0,2340,1
2018-02-28,4887,0,0,0,1,1,1,1,1,3,10,0,22500,1830,0
2018-05-31,4888,0,1,0,0,1,0,0,1,2,8,0,0,3140,0
2018-10-31,4889,0,0,0,0,1,0,1,1,2,19,0,0,1760,0
2017-10-31,4890,0,1,0,0,1,0,0,1,2,12,0,0,2550,0
2018-07-31,4891,0,0,0,1,0,0,0,1,1,11,0,0,3560,1
2018-05-31,4892,1,0,1,0,0,0,0,1,1,13,142.9861111,0,1050,1
2018-05-31,4893,0,0,0,0,1,0,0,1,2,13,0,0,2070,0
2018-01-31,4894,0,0,0,0,1,0,0,1,2,13,0,0,2090,0
2018-04-30,4895,0,0,0,1,0,0,0,1,3,17,0,0,1540,0
2017-11-30,4896,0,0,0,0,1,0,0,1,2,16,0,0,2090,0
2018-06-30,4897,0,0,0,0,0,1,0,1,2,7,0,24416.66667,2630,0
2018-05-31,4898,0,1,1,0,0,0,0,1,1,16,187.9166667,0,280,1
2018-10-31,4899,0,1,1,1,0,1,0,1,2,16,151.9444444,18208.33333,1040,0
2018-06-30,4900,0,0,1,0,1,1,0,1,3,10,137.0833333,16166.66667,1230,0
2018-05-31,4901,0,0,0,0,0,1,0,1,2,0,0,22583.33333,1800,0
2018-10-31,4902,0,0,1,0,1,0,0,1,2,19,131.9444444,0,2000,0
2017-10-31,4903,0,0,1,0,0,1,0,1,2,14,99.93055556,32375,1300,0
2018-09-30,4904,0,1,0,0,0,0,0,1,1,1,0,0,2270,1
2018-09-30,4905,0,0,0,0,1,1,1,1,3,14,0,20166.66667,1870,0
2018-09-30,4906,0,1,0,0,0,0,0,1,1,13,0,0,100,1
2018-08-31,4907,0,1,1,0,0,0,0,1,1,2,140,0,860,1
2018-07-31,4908,0,0,1,0,1,1,0,1,3,13,178.5416667,15041.66667,2150,0
2017-10-31,4909,0,0,0,0,0,0,1,1,1,12,0,0,1530,1
2018-03-31,4910,0,0,0,0,0,0,0,1,1,6,0,0,2930,1
2017-12-31,4911,0,0,1,0,0,0,0,0,2,8,147.5,0,,0
2018-06-30,4912,0,1,1,0,0,1,1,1,2,11,97.36111111,21583.33333,860,0
2018-09-30,4913,1,0,1,1,1,1,0,1,3,12,141.5277778,26583.33333,3600,0
2017-12-31,4914,0,0,0,0,0,1,0,1,2,9,0,18875,2140,0
2018-04-30,4915,0,1,0,0,0,0,0,1,3,13,0,0,1170,0
2017-11-30,4916,0,0,1,1,1,0,0,1,2,5,188.2638889,0,660,0
2018-03-31,4917,0,0,0,1,0,0,0,1,1,1,0,0,1660,1
2018-03-31,4918,0,1,0,1,0,0,0,1,1,7,0,0,3150,1
2018-08-31,4919,0,1,1,1,0,1,0,1,2,19,124.5138889,20791.66667,2370,0
2018-02-28,4920,0,0,1,0,1,0,0,1,2,14,151.5277778,0,4100,0
2018-06-30,4921,0,1,1,0,0,1,0,1,2,8,144.9305556,26250,2260,0
2018-03-31,4922,0,0,1,0,0,0,0,1,1,6,72.15277778,0,1890,1
2018-07-31,4923,0,0,1,1,1,0,0,1,2,4,123.1944444,0,3160,0
2017-12-31,4924,1,0,1,1,0,0,0,1,1,8,99.02777778,0,2750,1
2018-02-28,4925,0,1,0,0,1,0,0,1,2,3,0,0,580,0
